special_id,专业代码,专业名称,专业类型,门类/大类,专业类,学校层级,学校层级名称,本层开设数,本层样例学校,升学适配度评分,升学适配度等级,估计平均升学/考研率区间,估计平均保研率区间,公开样本命中记录数,公开样本推免/保研记录数,公开样本覆盖年份数,公开样本年均去清北,公开样本年均去985,公开样本年均去211,公开样本年均去双一流,公开样本最佳去向举例,适配度解读,口径说明
8425,140007T,智能医学工程,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,6,6,1,0,0,0,6.00,天津工业大学,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
8821,140008T,生物医药数据科学,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
8821,140008T,生物医药数据科学,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
8821,140008T,生物医药数据科学,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
8822,140009T,智能影像工程,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
8822,140009T,智能影像工程,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
8822,140009T,智能影像工程,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9792,140010TK,医工学,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9792,140010TK,医工学,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9792,140010TK,医工学,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
10129,140011TK,医疗器械与装备工程,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
10129,140011TK,医疗器械与装备工程,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
10129,140011TK,医疗器械与装备工程,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121309,140012TK,具身智能,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121309,140012TK,具身智能,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121309,140012TK,具身智能,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121310,140013TK,脑机科学与技术,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121310,140013TK,脑机科学与技术,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121310,140013TK,脑机科学与技术,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121311,140014T,工程互联网,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121311,140014T,工程互联网,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121311,140014T,工程互联网,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121312,140015T,深地科学与工程,本科(普通),交叉学科,,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121312,140015T,深地科学与工程,本科(普通),交叉学科,,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
121312,140015T,深地科学与工程,本科(普通),交叉学科,,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
760,500601,城市轨道交通工程技术,专科(高职),交通运输大类,城市轨道交通类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
760,500601,城市轨道交通工程技术,专科(高职),交通运输大类,城市轨道交通类,2,区域重点/特色优势高校,1,广西交通职业技术学院/广西,31,低,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,区域重点/特色优势高校适合通过校内强学科、竞赛科研和考研把该专业向上迁移；城市轨道交通工程技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
760,500601,城市轨道交通工程技术,专科(高职),交通运输大类,城市轨道交通类,3,普通应用/职业供给高校,3,广东交通职业技术学院/广东；湖北交通职业技术学院/湖北；湖南高速铁路职业技术学院/湖南,17,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；城市轨道交通工程技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9053,500602,城市轨道车辆应用技术,专科(高职),交通运输大类,城市轨道交通类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9053,500602,城市轨道车辆应用技术,专科(高职),交通运输大类,城市轨道交通类,2,区域重点/特色优势高校,1,浙江交通职业技术学院/浙江,31,低,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,区域重点/特色优势高校适合通过校内强学科、竞赛科研和考研把该专业向上迁移；城市轨道车辆应用技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9053,500602,城市轨道车辆应用技术,专科(高职),交通运输大类,城市轨道交通类,3,普通应用/职业供给高校,3,柳州铁道职业技术学院/广西；湖南铁路科技职业技术学院/湖南；郑州铁路职业技术学院/河南,17,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；城市轨道车辆应用技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
757,500603,城市轨道交通机电技术,专科(高职),交通运输大类,城市轨道交通类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
757,500603,城市轨道交通机电技术,专科(高职),交通运输大类,城市轨道交通类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
757,500603,城市轨道交通机电技术,专科(高职),交通运输大类,城市轨道交通类,3,普通应用/职业供给高校,2,浙江机电职业技术大学/浙江/排名605；浙江纺织服装职业技术学院/浙江,17,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；城市轨道交通机电技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
758,500604,城市轨道交通通信信号技术,专科(高职),交通运输大类,城市轨道交通类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
758,500604,城市轨道交通通信信号技术,专科(高职),交通运输大类,城市轨道交通类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
758,500604,城市轨道交通通信信号技术,专科(高职),交通运输大类,城市轨道交通类,3,普通应用/职业供给高校,2,西安信息职业大学/陕西/排名1187；郑州铁路职业技术学院/河南,17,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；城市轨道交通通信信号技术属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
759,500605,城市轨道交通供配电技术,专科(高职),交通运输大类,城市轨道交通类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
759,500605,城市轨道交通供配电技术,专科(高职),交通运输大类,城市轨道交通类,2,区域重点/特色优势高校,0,,31,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
759,500605,城市轨道交通供配电技术,专科(高职),交通运输大类,城市轨道交通类,3,普通应用/职业供给高校,0,,16,暂无开设样本,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
761,500606,城市轨道交通运营管理,专科(高职),交通运输大类,城市轨道交通类,1,头部/强研究型高校,0,,32,暂无开设样本,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
761,500606,城市轨道交通运营管理,专科(高职),交通运输大类,城市轨道交通类,2,区域重点/特色优势高校,2,武汉铁路职业技术学院/湖北；浙江交通职业技术学院/浙江,30,低,样本少，不建议按普通本科升学率理解,通常无可比推免率,0,0,0,0,0,0,0,,区域重点/特色优势高校适合通过校内强学科、竞赛科研和考研把该专业向上迁移；城市轨道交通运营管理属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
761,500606,城市轨道交通运营管理,专科(高职),交通运输大类,城市轨道交通类,3,普通应用/职业供给高校,5,贵州交通职业大学/贵州/排名785；内蒙古交通职业技术学院/内蒙古；安徽交通职业技术学院/安徽,15,低,升本/转段约10%-35%，直接考研需先取得本科资格,通常无推免资格,0,0,0,0,0,0,0,,普通应用/职业供给高校更适合先确认本科层次、考研资格和实践作品/证书，再争取区域双一流或专硕通道；城市轨道交通运营管理属于交通运输大类方向，综合判断为低；公开去向样本暂无稳定命中。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9618,300601,城市轨道交通信号与控制技术,本科(职业),交通运输大类,城市轨道交通类,1,头部/强研究型高校,0,,32,暂无开设样本,35%-60%,10%-30%，头部强校/强专业可更高,5,5,1,0,0,0,0,中北大学,第1层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9618,300601,城市轨道交通信号与控制技术,本科(职业),交通运输大类,城市轨道交通类,2,区域重点/特色优势高校,0,,32,暂无开设样本,20%-45%,2%-10%，有推免资格学校和强专业更高,5,5,1,0,0,0,0,中北大学,第2层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
9618,300601,城市轨道交通信号与控制技术,本科(职业),交通运输大类,城市轨道交通类,3,普通应用/职业供给高校,0,,32,暂无开设样本,8%-25%,0%-3%，多数学校无推免或名额很少,5,5,1,0,0,0,0,中北大学,第3层未匹配到该专业开设样本，升学适配度不单独评价；可参考其他层级样本。,升学/保研率为经验估计区间；清北/985/211/双一流为本地公开抓取样本年均命中数，不等同于官方全量升学率。
